herkunftId,bemerkung
423,"Person Gröller in den Matriken von Holzkirchen gefunden, d.h. Ratzing (OT von Vilshofen) passt.
Bezüglich der zweiten Person, Wegerer Jakob, keine Einträge gefunden (1706-1709 AMP), Matriken von Holzkirchen beginnen jedoch erst 1713/23!
Zahlreiche weitere Ratzing in Bayern, darunter welche mit Matriken in Waldkirchen, Salzweg und Straßkirchen - auch durchsucht. Auch dort kein Hinweis auf ""Wegerer/Wögerer"", daher auch diesen zu Ratzing hier geschlagen, da auch  die Schreibvariante und die Güter identisch zum bestätigten Gröller sind."
424,"Aitrach an der Mündung der Aitrach in die Iller, Schwäbischer Reichskreis, heute Baden-Württemberg. Die häufig vorkommenden Varianten ""Neutrach""/""Neutra"" sind nicht mit ""Neutra"" in Ungarn (Slowakei) zu verwechseln (dieses nur in Zusammenhang mit Lieferungen für Franziskaner verwenden)."
425,Bei Hartkirchen in Oberösterreich
928,"Der einzige Transport aus L. folgt in den AMP direkt auf einen Transport aus München. Es gibt in Müchen den Stadtteil Laim. Ein Hofbinder des Klosters Tegernsee wird donauabwärts transportiert.
Familie Hess als Schiffmeister sitzen sonst in Rosenheim und arbeiten für das Kloster Tegernsee. Joseph Hess konnte in den Matriken von  ROsenheim aber nicht nachgewiesen werden.
Die Vorpfarre von Laim ist nicht eruierbar.
"
584,Scheint nur in Zusammenhang mit geistlichen Institutionen auf.
436,"Damit ist nicht Hallein (trotz ""Hällä""!) gemeint. Da die Ladung häufig Schleifsteine waren, dürfte es sich um Habach (https://de.wikipedia.org/wiki/Habach) nördlich von Kleinweil, einem Produktionsort von Schleifsteinen, handeln. Auch die geistliche Waren und Holzwaren sprechen für diese Gegend wie auch die im Jahr 1713 aufeinander folgenden Fahrten von Flößern aus Habach und Murnau! Außerdem lässt die zweite Person aus H., Andre Kirchmayr, Güter von Weilheimer Schiffern transportieren.
Gilt für Personen: Kaspar Huber und Andre Kirchmayr."
441,"Schloss Götzendorf liegt in der Gemeinde Oepping in Oberösterreich / Bezirk Rohrbach im Mühlviertel. Besitz der Grafen von Oedt.
https://de.wikipedia.org/wiki/Schloss_G%C3%B6tzendorf
Auch wenn unter der Lehenshoheit von Passau, so gehörte die Herrschaft doch eindeutig zum Land ob der Enns. Daher Zuordnung zu Oberösterreich. 
"
443,"Nur wenige Nennungen in den AMP. Wahrscheinlich ist einer der A.-Orte im (ehemals bayerischen) Innviertel:

1) A. (Ortsteil von Freinberg an der Donau)

2) A. (Ortsteil von Schardenberg am Inn)

3) A. (Ortsteil von Esternberg)

Weiteren Möglichkeiten siehe die Liste bei GeoNames.

Davon zu unterscheiden ist das eindeutig bestimmte ""Achleiten (bei Limbach)"" in Niederösterreich (Spital des Klosters Tegernsee) (siehe dort) . Zu den in den AMP unter A. genannten Personen konnten keine Einträge in den Matriken von Limbach (Strengberg) gefunden werden."
444,"Alt- oder Neuötting, wenn die Person nur unter Ö. und nicht auch unter einem der anderen beiden Orte aufscheint.
-> Sonst zuordnen!

-> noch in den Matriken von Alt- und Neuötting klären und dann aufteilen! Sind erhalten.
"
445,"Bezirk Urfahr-Umgebung, im oberen Mühlviertel."
446,"Im heutigen Bayern. Territoriale Zuordnung unklar. Evtl. ident mit Haizendorf. Siehe Christoph Redl.
Heitzenhofen (Pfalz-Neuburg)?"
447,Moosburg an der Isar
905,"Zahlreiche in Frage kommende Orte dieses Namens. Wahrscheinlich Hochstift Passau, evtl. Oberösterreich. Es fährt der ""Dechant zu Aichet"" als Passagier nach Linz auf einem Passauer Schiff. Jedoch existiert kein ""Dekanat"" Aichet/Eichet."
451,Gezendorff an der Leitha? Oder identisch mit Götzendorf?
253,OT von Kallham
456,"Falkenau ist eine Ortsbezeichnung an der Donau an der Spitze der Schlinge, flußaufwärts von Obermühl. Heute völlig abgekommen, nur noch Auengebiet. Früher ein Gehöft und landwirtschaftliche Fläche. Siehe Katasterplan/Mapire."
458,"Kirchdorf an der Krems, Oberösterreich."
459,"Wohl die Reichsstadt Biberach in Oberschwaben. Liegt aber an der Riß, die nicht schiffbar war!
Evtl. könnte es sich um den Ort Biberach (Roggenburg) (bei Weißenhorn!) handeln.
Oder um eine Schreibvariante von ""Biberbach"", zu welcher etliche Orte in Bayern passen würden. Auch eine Variante von ""Bibersbach"" wäre möglich."
361,Bei Alkoven.
460,Unklar. Mehrere Orte dieses Namens.
461,Heute Teil von Passau. Historisch außerhalb des Hochstifts.
462,"Für die Familie ""Hilz"" ist die Zuordnung eindeutig (Glas/Glashändler), da diese im Besitz der Glashütte (Riedlhütte in Grafenau) waren und zahlreiche Hilz in den Matriken von Grafenau nachweisbar sind (Pfarre für Schönau/Altschönau).
Nicht identisch/verwechseln mit den vielen anderen Schönau-Orten. Es ist bei ""Schönau"" für jede Person immer einzeln zu prüfen!
Zu trennen sind davon die Orte ""Schönau"" in den KWNB!"
463,"Es gibt auch eine Ort ""Siglmahd"" in der Datenbank, der mit ""Mahd"" und ""Sigl"" zusammenhängen muss, da der Schiffer ""Thomas Wibmer"" unter allen drei Orten geführt wird.

Historisch Teil der Grafschaft Neuburg am Inn und damit OÖ. Das Siglgut am Madt wird im Hisotischen Atlas Bayern, Neuburgg am Inn, als größtes Gut von Mahd genannt."
464,"Evtl. Reinbach im Mühlkreis, Oberösterreich"
465,"Die Person Gallus Binder kann in den Pfarrmatriken von Feldkirchen an der Donau nachgewiesen werden. Ebenso eine Familie Scharzereder (Schazeder/Scharzeneder).
Die anderen Personen/Familien (Rieder, Wispointner) jedoch nicht! Daher auch ein unbestimmtes Feldkirchen."
466,"Altenmarkt an der Triesting (Niederösterreich), da die drei genannten Personen sonst auch unter Melk oder Ybbs aufschienen. Die einzige Handelsware ist Terpentin bzw. Terpentinpech. In und um A. wurde Terpentinpech (Lärchenharz) gewonnen. 
Siehe u.a. H.F. BARCHELLI, Handbuch der Geographie und Statistik [...], Bd. 4 (Leipzig 1864) 311, https://books.google.at/books?id=jpLQ900iYEAC&pg=PA311&dq=Altenmarkt+Terpentin&hl=de&sa=X&ved=0ahUKEwiu65av4MXhAhVDaFAKHaTBBggQ6AEIOjAD#v=onepage&q=Altenmarkt%20Terpentin&f=false"
468,Unklar. Evtl. Rastenberg in Niederösterreich?
469,Landkreis Deggendorf. 
470,"Heute ein Teil von Passau, historisch aber bei Bayern.
Es gibt jedoch auch ein abgekommenes Heining, das in Laufen aufgegangen ist!!! https://de.wikipedia.org/wiki/Heining_(Laufen). Siehe z.B. die Gipstransporte von Huber Georg aus Heining und Huber Georg aus Golling!
Außerdem scheint die Zuordnung von Heiming und Hauning problematisch, da es solche Orte ja auch gibt!!!
Zurückstellen und dann jeden Datensatz bearbeiten. Außerdem könnte der Ort identisch mit ""Haiming"" sein bzw. die Einträge zu Haiming eigentlich hierher gehören!"
473,In Steyr.
474,"Vier Personen scheinen in den AMP unter G. auf. Es ist kein einheitliches Bild bezüglich der Waren oder Transporteure zu gewinnen, sodass eine Zuordnung derzeit nicht möglich ist. Es werden einerseits Leinwand und Rupfen aus G. durch einen Schiffmeister aus Hals transportiert, andererseits aber auch Glaswaren durch einen Schiffer von der  Mühl. Am wahrscheinlichsten dürfte G. (sofern es sich um nur einen Ort handelt) im ostbayerisch-oberösterreichischen Grenzraum gelegen sein. Dennoch scheint der Ortsteil G. von Hutthurm wenig wahrscheinlich.
Orte wie G. bei Ried im Innkreis sind auch nicht wahrscheinlich."
475,"Mistelbach bei Wels.
Geht aus der Zuordnung der Person Johann Plochberger (Matriken) hervor.

CAVE: Nicht mit Mistelbach in NÖ verwechseln (KWNB)!"
476,Wohl Mauerkirchen - zwei Möglichkeiten: Einmal im Innviertel und auch als OT von Bad Endorf.
583,"Viele Möglichkeiten, evtl. Rothenberg bei Monheim LK Donau-Ries."
478,Evtl. Verschreibung von Esternberg? Siehe Joseph Ortner. Kohlen kommen auch sonst häufig im Zusammenhang mit Esternberg und Umgebung vor.
480,"Bei Regen, heute ein Ortsteil von Regen."
724,"Heute eine Stadt im schwäbischen Landkreis Neu-Ulm in Bayern. Vor 1803 Vorderösterreich (im Besitz der Fugger, aber österreichisches Hoheitsrecht)"
482,Nur für eindeutig zugeordnete Personen - sonst das unbestimmte Kirchdorf.
486,Eine Ortschaft bei Deggendorf
866,Zwischen Amstetten und Strengberg. (Geute Gemeinde Wallsee-Sindlburg).
923,"vermutlich Bayern, da der Schiffmeister Holz transportiert"
490,Name mehrerer Ortsteile in Bayern. Es kommen alle in Frage.
491,"Mapire, Weigerhäusel direkt an der Donau eingezeichnet!"
498,"Zwischen Aschach und Obermühl an der Donau. ein Auabschnitt rund um das ""Oxlgut"". Siehe den Katasterplan bei Mapire: https://mapire.eu/en/map/cadastral/?bbox=1551216.5432335453%2C6175286.31772509%2C1554844.913419957%2C6176480.646292046&layers=here-aerial%2C3"
500,"Bez. Rohrbach, Mühlviertel. Weigelsdorf/Kleinzell im Mühlkreis."
504,Region und Lesung unklar
512,Oberösterreich (Bez. Eferding); ehemalige Malteser Kommende
513,"Als ""Inzell"" bezeichneter Flussabschnitt der Donau gleich nach Schlögen am östlichen Ausgang der Schlinge (gegenüber von ""Grafenau""). Ein Vergleich der Schiffer spricht stark für die Zuordnung zu Oberösterreich! (AS)"
28,"Marsbachzell ist identisch mit Freizell. Problematik mit Marsbach (Hochstift Passau)!
auch die Bezeichnung ""aus der Zehl"" muss nicht hierher gehören - könnte sich auch im Inzell handeln!
Alles sehr problematisch - zurückstellen und zum Schluss sanieren!
Siehe aber Martin Viechbeck aus Maßbach und Freizell."
1002,"OT von Esternberg, Innviertel, heute OÖ.
Nicht zu verwechseln mit Enzersdorf in NÖ.
Dies gilt für die Person Georg Friedl."
517,Bayern?
518,"Innviertel heute zu Oberösterreich.
Personen können in der Literatur, im Staatsarchiv und den Matriken gefunden werden. Andere Ried (z.B. in der Riedmark) scheiden daher aus."
523,Abgekommen. Am Stöckelmühlbach; heute Gemeinde Neustift im Mühlkreis.
524,"Falls Schneckentransport dann Holzheim (an der Leibi) bei Neu-Ulm:
Siehe auch http://www.schwaebische-auster.de/geschichte.html (zu Holzheim).
https://de.wikipedia.org/wiki/Holzheim_(bei_Neu-Ulm)
Für Holztransporte eher an Naab oder Regen.
Ein Holzheim befindet sich auch in Österreich, neben Wilhering.
Siehe das Holzheim ohne Zusatz.
Die Identität mit Holza/Holzach geht aus den Schneckentransporten hervor und den Angaben bei HAID, Ulm, S. 489f (unter Neuhausen)."
525,"Kleinzell, Freizell, Obernzell, Inzell, Engelhartszell, MArsbachzell etc.!
Für Personen, die nicht eindeutig einem der ""Zell""-Orte zugeordnet werden können, da sie in den Matriken in keinem der Orte gefunden werden können oder gleichzeitig in mehreren aufscheinen..."
969,"Hier ist jede Person bzw. Nennung extra zu prüfen, da es theoretisch eine Unzahl von Möglichkeiten in Bayern, Tirol und Oberösterreich gibt. Außerdem kann es auch eine (Ver-)kürzung von Baumgartenberg in Oberösterreich sein (siehe ""Prälat zu Baumgartenberg""). Nicht zu verwechseln mit Baumgarten (am Waagram)/Niederösterreich in den Kremser Quellen."
536,Evtl. Donaustauf.
537,"Lautlingen, Stadtteil von Albstadt, Baden-Württemberg
Im Beistz der Reichsritter Schenk von Stauffenberg
Schnecken und Kirschengeist"
538,"Zu R. gibt es nur eine Nennung in den AMP. Es könnte sich sowohl um einen Ort namens ""Rechberg"" als auch ""Rehberg"" handeln. Beide Namen kommen in Bayern und den österreichischen Donauländern mehrfach vor. Der Familienname der in den AMP genannten Person (""Räppl"") gibt ebenso wenig Aufschluss wie die transportierten Güter (Holz, Branntwein)."
540,"bei Linz, der Altstadt gegenüberliegende Donauseite"
541,"Großweil ist eine Gemeinde im oberbayerischen Landkreis Garmisch-Partenkirchen und Mitglied der Verwaltungsgemeinschaft Ohlstadt. Es gehörte aber nicht zum Werdenfelser Land, sondern zum Rentamt München und war daher herzoglich-bayerisch."
542,unklar (evtl. identisch mit Wörth?)
544,Unklar
546,Belgrader Banat/Temesvarer Banat? Noch überprüfen.
547,Zwischen Regensburg und Straubing
556,"CAVE! Keine Verknüfung zu Lindau mehr gefunden (bzw. zur Reichsstadt Lindau!!!) ???? LÖSCHEN????
Reichsstadt"
577,"H. liegt direkt an der Donau. Ehemalige Hofmark, große Eichenwälder, zahlreiche Holztransporte bis Wien belegt.
z.B. https://www.hienheim.de/index.php?option=com_content&view=article&id=46&Itemid=272"
317,Wahrscheinlich Aitrach. Unwahrscheinlich: Neutra in Ungarn. - Siehe Herkunft Quelle!!
561,"Viele Möglichkeiten, evtl. Schwarzach?
Es kommt nur ein Georg Hüberer mit Dörrobst durch, der wohl identisch mit dem Georg Huber aus SChwarzach sein dürfte, aber auch mit dem Georg Hüberer aus ""SChwärzing""!!!
CAVE -> alle drei Orte nochmals aufdröseln und neu zordnen!!!
MAtriken Schwaz in Tirol: https://matriken.tirol.gv.at/#1626084354762_146 (PAcher, PAyr, Röck??)"
562,"Die in den AMP unter K. genannte Person, Wolf Stinglmayr, scheint mit identischen Gütern auch unter dem Ort Schwarzach auf. Ein passender Ort K. konnte in der Nähe nicht identifiziert werden, möglich wäre evtl. der OT ""Kohlwies"" von Wegscheid oder auch ""Kohlwies"" als OT von Lengdorf. Nicht auszuschließen ist auch der OT ""Kohlwiese"" von Kirchham in Oberösterreich."
563,Die Plankenmühle war eine Mühle in Neufelden (Mühlkreis)
564,Berg bei Rohrbach an der Mühl; [Cave: nicht mit Perg zu verwechseln]
566,"OT Gemeinde Antdorf.
Im weiteren Einzugsbereich von Loisach und Isar.
(Waren: geistlich Waren, passend zur Gegend)"
567,"Evtl. ""Mönchsroth""? Ein eindeutiger Beleg konnte jedoch nicht gefunden werden. Es wären auch Auflösungen wie ""Münchenreuth"", ""Mönchrath"" oder Mönchsreith"" etc. möglich. Die in den AMP genannte Person, Andre Schedler, könnte mit einer gleichnamigen Person aus Kirchheim (am Ries oder in Schwaben?) identisch sein. Transportierte Güter: Schnecken und Hafer, sprechen für diese Regionen."
653,Gilt nur für Michael und Franz Leithner! Siehe auch Priel und Prielhof!
573,Bei Landsberg am Lech.
574,"Es gibt nur einen Eintrag zu G. in den AMP. Dabei handelt es sich um eine Gerstenlieferung durch einen Blasius Riedl. Evtl. könnte es sich um eine Identität zwischen G. und ""Parndorf"" (Burgenland, historisch: Königreich Ungarn) handeln. Einerseits war Parndorf im Besitz der Grafen Harrach, welchen auch die Maut Aschach gehörte, andererseits war ein Herrschaftszentrum der Familie Harrach Schloss Bruck an der Leitha, das sich in unmittelbarer Nähe zu Parndorf befindet. Nach Bruck sind zahlreiche Transporte in den AMP belegt. Außerdem findet sich in der älteren Literatur eine Verbindung zwischen G. und Parndorf. In der ""Oesterreichischen National=Encyklopädie"", Bd. 2 (1835), 348, wird ein Ort G. genannt, der identisch mit Parndorf ist."
578,Ischgl in Tirol?
585,"Zwei Arzl in Tirol: 1) Arzl im Pitztal, 2) Arzl bei/in Innsbruck.
Hier muss es sich um Arzl bei Innsbruck handeln, da eine Person sowohl unter Arzl als auch unter ""Thaur"" (direkt benachbart zu Arzl bei Innnsbruck) vorkommt."
594,heute Maria Lanzendorf
595,"M.E. ist zu verwenden, wenn es um die Franziskaner geht, die dort ein Kloster hatten.
Bei allen Enzersdorf-Orten ist genau zu prüfen, um welches es sich handelt!"
596,unklar
601,"Dietmaning, Niederbayern in Landkreis Rottal-Inn im Bundesland Bayern"
604,"Örtliche Benennung nur noch über einen Straßenzug in Lorch/Enns (""Maria Anger""). Kirche bereits im Franziszeischen Kataster nicht mehr eingezeichnet, im Josephinischen K. noch vorhanden. "
605,"ungar. Nagybánya; rum. Baia Mare
In den AMP wird N. als"" in Siebenbürgen gelegen"" genannt. Historisch war es jedoch ein Teil Oberungarns an der Grenze zu Siebenbürgen; nur gelegentlich war es unter der Oberhoheit der Fürsten von Siebenbürgen. CSAPLOVICS, Topographisch=statistisches Archiv, 299-320."
614,"Zuordnung nicht ganz sicher! Wohl aber OT von St. Roman, Innviertel, heute Oberösterreich.
Nach SCHIFFMANN, Ortlnamen-Lexikon alte Schreibform ""Guntzdorf, Güntzleinsdorf"" etc. passend."
307,"Evtl. Winzer an der Donau (Hzgt. Bayern, heute Niederbayern)- Ein Schiffmeister namens Michael Mutz mit einem Plättel mit Eiern als Hinweis auf eher lokal oder regional, also Oberösterreich? - Bei Georg Zacher eher Hinweis auf Bayern, da er auch im Bezug mit dem Nachbarsort Iggensbach vorkommt.

Winzer ist aber auch (heute geteilt in Ober- und Niederwinzer) eine ehemals selbständige Gemeinde, die heute nach Regensburg eingemeindet ist!
https://de.wikipedia.org/wiki/Ober-/Niederwinzer-Kager"
516,"An der Donau, 25 km flußaufwärts von Ulm.
Schneckentransporte."
616,Bei Bad Leonfelden im Mühlviertel/Oberösterreich.
621,"Für Personen, die nicht eindeutig Haag (Niederösterreich), Hagen oder Hagen (bei Linz) zugeordnet werden können.

H. leitet sich von ""Hag"" für ein zumeist durch eine Hecke eingefriedetes Gebiet ab und ist dementsprechend häufig im deutschen Sprachraum als Ortsbezeichnung zu finden. Bei den Nennung von H. in den AMP dürfte es sich daher auch nicht nur um einen, sondern um mehrere unterschiedliche Orte handeln. Soweit diese eindeutig durch die Person erschlossen werden konnten, sind sie unter der jeweiligen Zuordnung zu finden. Siehe daher auch: Haag (Niederöstereich) sowie Hagen (bei Linz) und (als weitere unklare Form) Hagen.

Für den genannten Kurier ""aus Haag"" könnte auch Den Haag in Frage kommen; der Verwalter ""am Haag""  bezieht sich mit großer Wahrscheinlichkeit auf einen Herrschaftssitz in Oberösterreich - evtl. auch auf das Landgut Hagen; Joseph Mösner und Kaspar Schmid (""von Haag"") könnten beide aus Haag in Oberbayern stammen, da die Familiennamen Mösner (auch Mesner) und Schmid in den Matriken von Kirchdorf bei Haag in Oberbayern nachgwiesen werden können. Außerdem transportierte der Müncher Bote Güter für Jospeh Mösner und Haag in Oberbayern lag an einer Botenstrecke (Poststraße) von Linz nach München bzw. in der Nähe des Inns. Kaspar Schmid wiederum scheint in den AMP auch unter den Orten Ötting und ""Oettenhaag"" auf, was ebenfalls auf den oberbayerischen Raum schließen lässt. Die beiden Personen selbst konnten in den Matriken von Kirchdorf jedoch nicht nachgewiesen werden, ebenso wenig wie in den Matriken von Haag (Niederösterreich) oder Haag am Hausruck."
622,"Könnte es sich hier um Arnstorf https://www.google.com/maps/place/94424+Arnstorf,+Deutschland/@48.513847,12.67728,11z/data=!4m5!3m4!1s0x4775a404c179af75:0xdd22257d4aae9690!8m2!3d48.5580409!4d12.8178268 ebenfalls in Bayern handeln?
Ja, wäre möglich - kann aber genauso gut eben auch ""Armstorf"" (so geschrieben in der Quelle) sein. In den Normdatensätzen bleibt der Ort deshalb auch als ""nicht eindeutig identifiziert"" stehen."
1239,Nördlich von Hall.
607,Vermutlich Schellenberg: heute a. Marktschellenberg (Marktgemeinde Schellenberg/Berchtesgadner Land) an der Grenze zu Salzburg
633,Seit 1972 Ortsteil des oberbayerischen Marktes Altmannstein.
634,"Ortsteil von Medlingen (Landkreis Dillingen an der Donau), Bayern, historisch aber seit 1505 Pfalz-Neuburg.
Reinhard H. SEITZ, Art. Obermedlingen, in:  Handbuch der Historischen Stätten. Altbayern und Schwaben, hg. von Hans-Michael KÖRNER-Alois SCHMID (Kröners Taschenausgabe 324, Stuttgart 2006) 598f.
Siehe auch die Karte von REILLY: https://commons.wikimedia.org/wiki/File:Reilly_164.jpg (westlichster Punkt)."
637,"Eindeutig wegen der Zuordnung zum Braumeister/Brauhaus - auch die Fahrtrichtung stimmt. Österr. ältestes noch immer bestehendes Brauhaus/Brauerei: https://de.wikipedia.org/wiki/Brauerei_Hofstetten

Bitte zukünftig genau trennen zu allen anderen ähnlich klingenden Orten! (Z.B. Hofstetten aus den KWNB oder Hofstätt/Tyrlaching etc.)"
638,Die Waren Käse und Reis deuten auf Kopbichl in Tirol hin.
639,"Zwischen Ulm und Günzburg an der Donau.
Pfarrdorf gehörig zur Reichsabtei Elchingen.
Nicht mit Fellheim (an der Iller) zu verwechseln.
Elchingen gehört zum Schwäbischen Kreis, das Pflegamt Fahlheim liegt jedoch in der Markgrafschaft Burgau und gehört daher lehensrechtlich zu Vorderösterreich.
CAVE: Schwierige Unterscheidung zu ""Fellheim"". Leider kommen aus beiden Orten Schnecken..."
640,Region unklar - Hochstift Konstanz?
641,"Bei Memmingen.
An der Iller.
Teilweise im Beistz der Reichskartause Buxheim.
Heute Bayern."
908,"Reichsstadt, Sitz des Reichskammergerichts, heute in Hessen."
649,"Zu v.d.F. gibt es in den AMP nur einen Eintrag, der sich auf eine größere Lieferung von Korn, Laden und Spinnhaar durch eine Person namens ""Balthasar Krener"" im Jahr 1719 bezieht. Güter und Fahrtrichtung lassen auf den bayerisch-oberösterreichischen Grenzraum schließen. Der Zusatz ""von der"" wird gewöhnlich für einen Flusslauf gewählt. Der einzige Fluss ""Fischa"" würde sich jedoch in Niederösterreich befinden."
650,"Am ehesten dürfte es sich um Bayerstadl, einen OT von Wessobrunn, handeln. Nicht auszuschließen ist jedoch auch der OT Paarstadl von Beratzhausen, für welchen die Bezeichnung P. als Variante in der Literatur bzw. in zeitgenössischen Quellen (siehe das Ortsverzeichnis im Schneiderarchiv) zu finden ist."
657,Lesung unsicher
659,evt. Schloss in Mannswörth/Schwechat/Niederösterreich ?
660,"Zur Bezeichnung ""Elzstadt"" für I. siehe HEINZELMANN, Deutsches Vaterland, S. 491.

Dass es sich auch bei den Nennungen von Ilz/Ylz um I. handelt, geht aus den Einträgen in den Pfarrmatriken von Passau-Ilzstadt (St. Bartholomäus) hervor, die weitgehend ""Ilz"" verwenden (Beispiel aus dem Register).

Außerdem scheinen alle unter I. in den AMP genannten Personen auch unter Passau oder Grubweg auf, das direkt an die Ilzstadt anschließt.

I. gehört bereits seitdem  Mittelalter zu Passau, bildet heute aber keinen eigenen Stadtteil."
477,"Haitzendorf in Niederösterreich (wie in den Kremser Büchern) ist auszuschließen.
Die unter H. genannten Familien/Personen ( Pleyer, Redl, Rezer, Weni) scheinen alle auch unter Heitzenhofen,  Duggendorf und anderen Orten an der Naab(Pfalz-Neuburg) und rund um Regensburg auf. Es ist daher auch unwahrscheinlich, dass Haitzendorf im Mühlkreis (Oberösterreich) in Frage kommt.

An der Naab bzw. in Bayern/Pfalz-Neuburg konnte ein entsprechender Ort H. aber noch nicht identifiziert werden."
662,Heute Teil der Gemeinde Alkoven.
663,"Nur eine Person: Anton Dierank. Ein Anton ""Derankh"" als bürgerlicher Handelsmann eindeutig nachweisbar in Simbach bei Landau!!!! In Simbach am Inn nicht nachweisbar.
Daher NICHT Simbach am Inn, wenn es auch noch so verlockend sein sollte! Bitte, bei neuerlichen Nennungen von ""Simbach"" in den Matriken prüfen, ob Simbach bei Landau, Simbach am Inn oder ganz ein anderes Simbach!"
664,Reichsstadt bis 1803
670,"Zu G. gibt es nur einen Eintrag in den AMP. Dabei wird von einem Tölzer Schiffmeister Korn für eine Person aus G. nach Österreich transportiert. Es ist daher anzunehmen, dass G. im heutigen Bayern liegt. Der Ort konnte dennoch nicht identifiziert werden.
Evtl. auch in Niederösterreich?"
707,"Bayern, aber zwei Möglichkeiten: Ortsteil der Stadt Osterhofen, Landkreis Deggendorf, oder Ortsteil der Gemeinde Loiching, Landkreis Dingolfing-Landau.

Eher G./Osterhofen, da an der Vils."
675,Mehrere Möglichkeiten in Oberösterreich und Bayern.
676,"P. gehörte von 1507 bis 1649 zur Herrschaft Kirchberg-Weißenhorn der Fugger; von 1649 bis 1724 bildete Pfaffenhofen einen eigenen Fuggerschen Herrschaftskomplex. Von 1724 bis 1735 war die Herrschaft unter direkter habsburgisch-vorderösterreichischer Verwaltung; von 1735 bis 1806 wieder im Besitz der Fugger, jedoch während der gesamten Zeit unter österreichischer Oberherrschaft. Vgl. KÖBLER, Historisches Lexikon, 518.
P. an der Ilm und P. am Inn sind ob der transportierten Schnecken eher unwahrscheinlich; außerdem scheint die Person Johann Hauck, die in den AMP unter P. genannt ist, auch unter dem benachbarten Weißenhorn in den Rechnungsbüchern auf."
678,"Ortsteil der Gemeinde Steinach im niederbayerischen Landkreis Straubing-Bogen.
"
493,"Wegen des Bezugs zu Herrn Dollinger kann der Ort als Grub bei Kirchberg ob der Donau (donauaufwärts von Aschach) identifiziert werden. Achtung: bei der Herrschaft Grub, sicher aber bei ""von Garnter"", ist Schloss Grub gegenüber von Hallstatt gemeint (https://de.wikipedia.org/wiki/Schloss_Grub_(Obertraun), http://members.kabsi.at/seeau/Encyclopaedia/LinienMuetter/Familie-Gartner.htm) DAS IST FALSCH!!! Alles zu ob Kirchbach bis auf zwei wirkliche Schiffleute, dort unklar.
Die von Gartner besaßen nämlich Grub bei Kirchberg!!!https://de.wikipedia.org/wiki/Schloss_Grub_(Kirchberg_ob_der_Donau) Siehe auch: https://digi.landesbibliothek.at/viewer/image/AC02644353_0051915/47/LOG_0044/ [AS]"
679,"heute: Bad Mühllacken (nahe Oberlandshaag),.
Bad ausschließlich für adelige Gäste."
682,"In den Katasterplänen nachweisbar. Der Keppelmühlblach mündet bei Exlau in die Donau.
In google Maps irrtümlich(?) als Sepplmühle angegeben."
922,"Eventuell Altreichenau, da Johann Spiller sowohl aus Neureichenau und Reichenau kommt? Wahrscheinlich sind Reichenau und Neureichenau identisch.

 Es gibt aber auch einen Ort Reichenau im Mühlkreis, der einen bedeutenden Zwirnmarkt hatte!"
684,"Meßkirch, 1806 an Baden. Davor? Seit 1627 im Besitz der Grafen von Fürstenberg.
Eigenes reichsunmittelbares Fürstentum im schwäbischen Reichskreis. Siehe KÖBLER, 203-205, 427. "
685,"Bayerisch, von 1705 bis 1719 zu Augsburg (Reichsstadt oder Hochstift ?) gehörig, dann wieder bayerisch.
Heute ein Stadtteil von Augsburg."
687,"Heute Landkreis Dillingen/Donau.
Siehe die Karte: https://de.wikipedia.org/wiki/Pfalz-Neuburg#/media/Datei:Reilly_164.jpg G. liegt in unmittelbarer Nachbarschaft zu Blindenheim. 
Die Person Zill kommt sonst noch aus Höchstädt.
OT von Schwenningen (an der Donau - nicht Villingen-Schwenningen)."
688,Bei Deggendorf.
689,"Evtl. Gde. Obersontheim, Lkr. Schwäbisch Hall, Baden-Württemberg; evtl. nahe Mindelheim/Unterallgäu/Bayern oder im Bereich des Unterinntals [Jakob Payr von Kufstein, Angath, Wörgl, Engelhofen]."
554,"Ortsteil der Gem. Sinzing im Oberpfälzer Lkr. Regensburg. Nach der Karte von Reilly gehörte es nicht zu Pfalz-Neuburg, sondern zum Herzogtum Bayern: https://upload.wikimedia.org/wikipedia/commons/4/47/Reilly_164.jpg
Die einzige Person aus B. (Georg Alkofer) kann unter B. in GEDBAS nachgewisen werden: https://gedbas.genealogy.net/person/show/1263272650"
699,"Mariatal bei Kramsach in Tirol, Dominikanerinnenkloster. Der Ort schreibt sich ""Mariatal"", das dort befindliche Kloster ""Mariathal""!"
501,"Der Ort ""Stocket"" (Stoket, Stockhet) ist davon zu trennen!!! Dieser ist unbestimmt: Die Personen konnten in den Matrikelbücher von Alkoven (Gstocket) nicht(!) nachgewiesen werden.
Die Familien: ""Angermayr"", ""Eitljörg"", ""Häckl"", ""Niedermayr"", ""Strobl"" und ""Zehetner"" aus den AMP (1706-1740) konnten anhand der Matriken von Alkoven eindeutig G. zugeordnet werden. Davon zu unterscheiden ist ""Stocket"" (siehe dort)."
514,"Krün an der Isar, oberhalb von Tölz, heute in Bayern.
https://de.wikipedia.org/wiki/Fl%C3%B6%C3%9Ferei_auf_der_Isar
Die Grafschaft Werdenfels gehörte wiederum zum Hochstift Freising!"
767,Heute in der Slowakei: Kremnica.
700,Heute: Bad Abbach.
701,"bis 1779 Bayern; heute OÖ, Bezirk Schärding."
702,Stadt im südöstlichen Land ob der Enns (Hausruckviertel).
