personenId,bemerkung
1166,"Theo Kiefner, Die Waldenser auf ihrem Weg aus dem Val Cluson durch die Schweiz nach Deutschland 1532-1820/30, Bd. 4, S. 356.
Vorname auch:""Matheus"" Hs. 95 1710, pag. 712."
7553,"Siehe Roth, Bd. 2, S. 227f., 239; Jetztlebende Kauffmannschafft (1743) 233."
6187,"Siehe Roth, Bd. 2, S. 227f."
74,"Paritius, 1724, S. 108. In Kampagnie mit Ludwig Cornelius Straßkircher, Paritius, 1723, S. 108."
14843,"Wiener Niederleger. Siehe Ksl. und kgl. Staats- und Standes- Calender auf das Jahr 1745, S. 131. Elisabeth Sturm-Bednarczyk, Claudia Jobst, Wanda Za??ska, Wiener Porzellan des Klassizismus. Die Ära Conrad von Sorgenthal 1784-1805, 2000, S. 9."
93,"Roth, Bd. 2, S. 219."
23092,"Siehe auch Familienname ""Perndl""."
12372,"Zur Familie Gouttro aus Combloux siehe Raynaud, Einwanderungen, S. 87."
16468,"Ein Johann Limburger aus Regensburg, Inhaber eine Brisilmühle, die er an die Reinhardische Handlung (siehe Friedrich Reinhard) verkaufte, ist erwähnt bei: Christian Gottlieb Gumpelzhaimer, Regensburg's Geschichte, Sagen und Merkwürdigkeiten von den ältesten bis auf die neuesten Zeiten, in einem Abriß aus den besten Chroniken, Geschichtsbüchern, und Urkunden-Sammlungen dargestellt, 3. Abt.: Vom Jahre 1618 bis 1790 (Regensburg 1838), S. 1584. Johann Justin (aus Nürnberg), der in Regensburg Kaufmann wurde, bei Andreas Würfel, Diptycha Ecclesiarum Oppidis et Pagis Norimbergensibus (...), Nürnberg 1759, S. 231."
1178,"Paritius, 1723, S. 108. Schönfeld, Wirtschaftsgeschichte Regensburgs, S. 67-70. Krems-DB."
1519,"Elias Gottlieb Alkofer. Paritius, 1723, S. 109."
253,"Paritius, 1723, S. 109."
12708,"Caspar Ludolph Schachtrupp. Paritius, 1723, S. 109."
5329,"Caspar Ludolph Schachtrupp. Paritius, 1723, S. 109."
13218,Caspar Ludolph Schachtrupp. Paritius (1723) 109; Caspar Ludolff Schachtrop. Paritius (1722) 112.
4305,"Caspar Ludolph Schachtrupp. Paritius, 1723, S. 109."
18594,"Johann Georg Zierold. Paritius, 1723, S. 110."
17750,"Veit Christoph Zahn. Paritius, 1723, S. 110."
2191,"Paritius, 1723, S. 110."
3468,"Paritius, 1723, S. 110."
8871,"Evtl. Jonas Bauer aus Regensburg. Paritius, 1723, S. 110."
1655,"Paritius, 1723, S. 110: Materialist."
3294,"Paritius, 1723, S. 110: Materialist, Paritius, 1753, S. 137."
4342,"Wahrscheinlich aus Regensburg. Paritius, 1723, S. 110: Sophia Catharina Cranackerin."
4749,"Paritius, 1723, S. 110."
10816,"Paritius, 1723, S. 110."
4339,"Johann Georg Gehwolff. Paritius, 1723, S. 110."
3471,"Evtl. aus Regensburg. Paritius, 1723, S. 110: Johann Friedrich Schwerdner."
6849,"Evtl. aus Regensburg. Paritius, 1723, S. 110: Johann Friedrich Schwerdner."
7095,"Evtl. aus Regensburg. Paritius, 1723, S. 110: Johann Friedrich Schwerdner."
18969,"Evtl. aus Regensburg. Paritius, 1723, S. 110: Johann Friedrich Schwerdner."
697,"Eisenhändler in Regensburg. Paritius, 1723, S. 111. Achtung: Gleichnamige Person in Nürnberg. Zu diesem ""Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen Puncto der allzu groß übersetzten Losung (...) (1731) [9]""."
4307,"Eisenhändler in Regensburg. Paritius, 1723, S. 111. Evtl. handelt es sich um zwei Personen. Siehe Hs. 94 (1709), pag. 343: ""Eberhard et Friderich Knöbl""."
15858,"Eisenhändler in Regensburg. Paritius, 1723, S. 111."
2902,"Eisenhändler in Regensburg. Paritius, 1723, S. 111."
8626,"Johann Jacob Krannöst, Eisenhändler in Regensburg. Paritius, 1723, S. 111."
24300,"Dieser Schopper ist erst in den 1730er Jahren aktiv. Daher wohl eher doch nicht identisch mit dem B.Sch. aus ""Ruemberseth"", da dieser nur 1711 vorkommt."
1523,"Johann Gottlieb Grünewald, Eisenhändler in Regensburg. Paritius (1722) 113; ebd. (1723) S. 111."
23116,Quelle: Peherstorfer.
23118,"Nachname Quelle (1736, p. 809): Loreng."
914,"Joseph-Marie Pellissier, seit 1730 Bürger in Augsburg. Raynaud, Einwanderung, 214."
670,"Buchhändler in Dillingen und Augsburg. Deutsche Biographie, Bencard, Johann Caspar: http://www.deutsche-biographie.de/sfz3667.html, Jetztlebende Kauffmannschafft, S. 114. Heitjan, Bencard; Gier, Buchdruck und Verlagswesen in Augsburg, 490, 499.
Siehe auch: https://www.wissner.com/stadtlexikon-augsburg/artikel/stadtlexikon/bencard/3308
https://wuerzburgwiki.de/wiki/Johann_Kaspar_Bencard"
2409,"Bachleitner u.a., Geschichte des Buchhandels in Österreich, S. 81/Anm. 109. Siehe: https://www.wissner.com/stadtlexikon-augsburg/artikel/stadtlexikon/veith/5738"
18341,"Siegfried Wittmer, Regensburger Juden, S. 88."
9202,"Grunwald, Oppenheimer, S. 202. An mehreren Stellen ist in den Mautprotokollen die Herkunft Wien genannt; nicht immer, aber meistens, wird Manasses als Hofjude bezeichnet."
16386,"Schönfeld, Wirtschaftsgeschichte Regensburgs, S. 79, Paritius, 1753, S. 137."
4448,"Paritius, 1724, S. 109: Johann Georg Leypold. Krems-Datenbank."
381,"Weißgerber in Regensburg. Paritius, 1723, S. 137."
15547,"Jetztlebende Kauffmannschafft, S. 140."
4589,"Jetztlebende Kauffmannschafft, S. 140."
3062,"Jetztlebende Kauffmannschafft, S. 140."
98,"Herkunft aus Augsburg: Jetztlebende Kauffmannschafft, S. 140.
Wiener Niederleger: Kaiserlicher (...) Staats= und Stands Calender (...) [1723] (Wien), 243.
Siehe zu den einzelnen Mitgliedern der Familien Rad und Hößlin auch das Stadtlexikon Augsburg: https://www.wissner.com/stadtlexikon-augsburg/startseite
Zuordnung zu Wien ist zu überdenken."
10363,"Jetztlebende Kauffmannschafft, S. 141."
728,"Jetztlebende Kauffmannschafft, S. 142 (Buntz)."
8966,"Jetztlebende Kauffmannschafft, S. 142 (Cramer)."
9366,"Jetztlebende Kauffmannschafft, S. 143."
10482,"Jetztlebende Kauffmannschafft, S. 143."
51,"Jetztlebende Kauffmannschafft, S. 143."
8025,"Jetztlebende Kauffmannschafft, S. 143."
4783,"Jetztlebende Kauffmannschafft, S. 143."
9647,"Jetztlebende Kauffmannschafft, S. 143 (Johann Georg Metteß)."
13816,"Jetztlebende Kauffmannschafft, S. 144."
2942,"Jetztlebende Kauffmannschafft, S. 144.

Aufnahme in die Ulmer Kaufleutezunft am 13. Juli 1676, StA Ulm, Zunftbuch der Kaufleute, A [7791], pag. 55.

"
351,"Jetztlebende Kauffmannschafft, S. 144."
17456,"Jetztlebende Kauffmannschafft, S. 144."
32,"Jetztlebende Kauffmannschafft, S. 144.
Elmar Schmitt, Die Wohlersche Buchhandlung in Ulm 1685-1985. Ihr verlegerisches und buchhändlerisches Wirken (Veröffentlichungen der Stadtbibliothek Ulm 6, Weißenhorn 1985) 11-15; https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D1012387283."
2106,"Jetztlebende Kauffmannschafft, S. 234 (Taffinger und Beer). Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731; Die Rechte und Freyheiten der Herren Genannten des grösseren Raths in Nürnberg (Wien/Dresden 1786), 26.."
21307,"Jetztlebende Kauffmannschafft, S. 234."
11,"Herkunft aus Nürnberg: Jetztlebende Kauffmannschafft, S. 234.
Wiener Niederleger: Kaiserlicher (...) Staats= und Stands Calender (...) [1723] (Wien), 243."
11680,"Jetztlebende Kauffmannschafft, S. 234 (Fynn und Wahler, Will)."
13387,"Jetztlebende Kauffmannschafft, S. 234; Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
18818,"Reichsvizekanzler, Friedrich Karl von Schönborn-Buchheim"
23131,Christian August von Sachsen-Zeitz
23143,"Evtl. eine Firma ""Oncento & Montano""."
23156,Konstantin von Buttlar
6848,"Wahrscheinlich aus Regensburg. Paritius, 1723, S. 110: Sophia Catharina Cranackerin."
23224,"Quelle: ""Egkert v. Erlang""."
23417,"Johann Wilhelm Graf von Wurmbrand (1670–1750), Staatsmann und Historiker"
22457,Wahrscheinlich Johann Gottfried Seutter und Elias Riedinger aus Nürnberg: http://personen.digitale-sammlungen.de/pnd/bsb00000274_00240-00.html?pos=1&suche=pndid:122837525%20AND%20(bsbID:bsb00000273%20OR%20bsbID:bsb00000274%20OR%20bsbID:bsb00000279%20OR%20bsbID:bsb00000280%20OR%20bsbID:bsb00000281%20OR%20bsbID:bsb00000282%20OR%20bsbID:bsb00000283%20OR%20bsbID:bsb00000284)
596,"Äußerer Stadtrat und bürgerlicher Gewürzhandelsmann. Karl Hofbauer, Die Wieden mit den Edelsitzen Conradswerd, Mühlfeld, Schaumburgerhof und dem Freigrunde Hungerbrunn (Wien 1863), S. 365; Merkantilprotokoll, fol. 263."
23527,war Geheimer Rat im Hochstift Eichstätt
11567,"Name eigentlich ""Kürmayr"". So auch im Historischen Atlas von Bayern vermerkt zu Limbach/Egglham: https://geschichte.digitale-sammlungen.de/hab/seite/bsb00007664_00228"
23797,vermutlich der Besitzer einer Mühle
23837,bei Znaim
18690,"Topographie von Niederösterreich, Bd. 5, S. 167; http://archivportal.at/detail.aspx?id=3296135"
23906,Franz Christian Joseph von Ramschwag. Siehe Historisches Lexikon der Schweiz: http://www.hls-dhs-dss.ch/textes/d/D17719.php
23910,"Die beiden Geistlichen fahren mit einem Obernzeller Schiff, daher dürfte das angrenzende Griesbach (Untergriesbach) wahrscheinlich sein. Da jedoch in Griesbach (im Rottal) ein Prämonstratenserstift bestand, ist auch dieses nicht völlig auszuschlie0en.  "
23375,"Tiermaler. https://de.wikipedia.org/wiki/Johann_Elias_Ridinger; Gier, Buchdruck und Verlagswesen in Augsburg, 494."
7149,Alternative Bezeichnung: P. P. capuciner zu Maria Prindl bey Stain. Gemeint ist das Kloster Und.
7176,"Alternativ: ""P. P. Carmeliten bey St. Joseph in Wienn""."
5785,"Zum Prozess des Salzburgers Franz Anton Arbauer gegen ""Bassii Decret und Finalische Compagnie"" siehe ""Merckwürdige Reichs-Hof-Raths Conclusa, Band 4, Frankfurt 1728, S. 163 (Conclusum CVIII).
Siehe andererseits den gleichnamigen Augsburger Kaufmann in Haemmerle, Hochzeitsbücher, 281, Nr. 3882."
9027,"Siehe Paisey, Deutsche Buchdrucker (...), S. 21; Rolf Biedermann, Gode Krämer, ""Bodenehr"", in: Augsburger Stadtlexikon: http://www.stadtlexikon-augsburg.de/index.php?id=114&tx_ttnews[swords]=Bodenehr&tx_ttnews[tt_news]=3366&tx_ttnews[backPid]=115&cHash=b12ce5e44b"
24041,"Quelle: ""Banajoc Hatschi Steria, türk. underthan""."
8389,"Paisey, Deutsche Buchdrucker, 1."
58,"Dehio, Regensburg und Oberpfalz, S. 50."
24122,"Gold- und Silberdrahtzieher. Andächtige, sehr nutzbare, und Trost-reiche Verbündnus [...], Augsburg 1761, S. 36."
14749,"Paisey, Buchdrucker, S. 193."
4585,"Paisey, Buchdrucker, S. 170."
23914,"Siehe Paisey, Buchdrucker, S. 53. Siehe auch Jetztlebende Kauffmannschafft (1743) 232 (Nürnberg)."
23621,"Paisey, Buchdrucker, S. 257."
4929,"Paisey, Buchdrucker, S. 9."
20011,"Paisey, Buchdrucker, S. 167."
1118,"Paisey, Buchdrucker, S. 2. In Hs. 95 (1710), pag. 93 (1710/03/20) ausdrücklich als Buchhändler bezeichnet. Michael Diefenbacher u.a., Das Nürnberger Buchgewerbe (Nürnberg 2003) 665 u.ö."
4513,"Paisey, Buchdrucker, S. 9."
16749,"Paisey, Buchdrucker, S. 15 (Bernardi)."
16429,"Paisey, Buchdrucker, S. 15 (Bernardi)."
23824,"Paisey, Buchdrucker, S. 19."
8739,"Paisey, Buchdrucker, S. 27; https://www.wissner.com/stadtlexikon-augsburg/artikel/stadtlexikon/brechenmacher/3400; Gier, Buchdruck und Verlagswesen in Augsburg, 485f. 1658 (Augsburg)-1724."
4582,"Paisey, Buchdrucker, S. 27."
3206,"Paisley, Buchdrucker, S. 35.
http://www.bmlo.lmu.de/c0647
Universitätischer Buch- und Kunsthändler am Kohlmarkt. Wiener Zeitung (Diarium), 5. 3. 1729: http://anno.onb.ac.at/cgi-content/anno?aid=wrz&datum=17290305&seite=7&zoom=33&query=%22johann%2Bmichael%22&ref=anno-search"
5571,"Paisey, Buchdrucker, S. 40 (Klemens Dasenberger)."
1031,"Paisey, Buchdrucker, S. 149 (zwei gleichnamige Personen)."
393,"Paisey, Buchdrucker, S. 53; Michael Diefenbacher u.a., Das Nürnberger Buchgewerbe (Nürnberg 2003) 657 u.ö."
8018,"Paisey, Buchdrucker, S. 53."
3204,"Paisey, Buchdrucker, S. 53."
18255,"Paisey, Buchdrucker, S. 53."
9040,"Paisey, Buchdrucker, S. 54; Gier, Buchdruck und Verlagswesen in Augsburg, 493; https://de.wikipedia.org/wiki/Martin_Engelbrecht. Alternativer Nachname: ""Englbert""."
12505,"Unklar, ob es sich bei dieser Person um eine Person oder zwei handelt. Evtl. hofbefreiter Handelsmann in Wien. Merkantilprotokoll, fol. 125."
4806,"Paisey, Buchdrucker, S. 55; Bachleitner/Eybl/Fischer, Geschichte des Buchhandels, 81."
962,"Paisey, Buchdrucker, S. 56; Bachleitner u.a., Geschichte des Buchhandels in Österreich, 80; Heitjan, Wolf Moritz Endters Geschäfte mit Balthasar III. Moretus, 1492. 
Niederleger!
Siehe in der Literatur auch unter Eßlinger (stammte aber aus Nürnberg). Siehe DA Serles."
4220,"Paisey, Buchdrucker, S. 82."
1129,"Paisey, Buchdrucker, S. 84 (Grienwald)."
3861,"Paisey, Buchdrucker, S. 90; Pangkofer-Schnegraf, Buchdruckerkunst in Regensburg, 39; Paritius (1722) 113."
957,"Paisey, Buchdrucker, S. 92."
2954,"Paisey, Buchdrucker, S. 116."
20688,"Paisey, Buchdrucker, S. 121."
7797,"Paisey, Buchdrucker, S. 122."
14268,"Paisey, Buchdrucker, S. 143 (Krauss)."
478,"Paisey, Buchdrucker, S. 153 (Lehmann). Ab 1710 in Wien, vorher in Nürnberg [?]; Senfelder, Gottesacker, 260. Wird auch nach 1710 im Nürnberger Ämterbüchlein verzeichnet: Michael Diefenbacher u.a., Das Nürnberger Buchgewerbe (Nürnberg 2003) 673."
17906,"Paisey, Buchdrucker, S. 154 (Lentz)."
9414,"Paisey, Buchdrucker, S. 160; Gier, Buchdruck und Verlagswesen in Augsburg, 488; Gier, Buchdruck und Verlagswesen in Augsburg, 491; Man?al, Augsburger Druck- und Verlagswesen im Musikalienbereich, 880. Achtung: Lotter hatte einen gleichnamigen Sohn!"
1480,"Paisey, Buchdrucker, S. 167."
19577,"Paisey, Buchdrucker, S. 169 (Memmel)."
225,"Wiener Niederleger. Paisey, Buchdrucker, S. 178 (Monath). In ""Jetztlebende Kauffmannschafft"", S. 258 unter ""Wien"" genannt, S. 233 unter Nürnberg; Merkantilprotokoll, fol. 618; Michael Diefenbacher u.a., Das Nürnberger Buchgewerbe (Nürnberg 2003) 671 u.ö."
16482,"Paisey, Buchdrucker, S. 179; Pangkofer-Schnegraf, Buchdruckerkunst in Regensburg, 40."
62,"Paisey, Buchdrucker, S. 193; Pangkofer-Schnegraf, Buchdruckerkunst in Regensburg, 39."
7748,"Paisey, Buchdrucker, S. 198."
12593,"Paisey, Buchdrucker, S. 215."
3920,"Paisey, Buchdrucker, 242; Pangkofer-Schnegraf, Buchdruckerkunst in Regensburg, 40; Paritius (1722) 113."
2321,"Paisey, Buchdrucker, S. 242 (Seiffart)."
319,"Paisey, Buchdrucker, S. 251."
57,"Paisey, Buchdrucker, S. 256."
398,"Koppitz, Druckprivilegien, S. 468; Michael Diefenbacher u.a., Das Nürnberger Buchgewerbe (Nürnberg 2003) 665 u.ö."
20819,"Felix Mader (Bearb.), Die Kunstdenkmäler der Oberpfalz XXII, Stadt Regensburg III: Profanierte Sakralbauten und Profangebäude (Die Kunstdenkmäler von Bayern, München 1933), S. 252."
24236,Es handelt sich hierbei um Bernardino Gentilotti von Englsbrunn (https://books.google.at/books?id=CMhZAAAAcAAJ&pg=PP892&dq=Gentilotti+Dechant&hl=de&sa=X&ved=0ahUKEwjv16iOssHPAhWFWRQKHekfA00Q6AEIKjAD#v=onepage&q=Gentilotti%20Dechant&f=false)
23105,Herkunft evtl. Burglengenfeld.
4722,"Susanne Grosser, Ärztekorrespondenz in der Frühen Neuzeit, S. 321, Anm. 8."
2464,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
9960,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
2156,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Ebermayer.
http://dlib.gnm.de/item/HK3-1/467/html"
2915,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Müller.
http://dlib.gnm.de/item/HK3-1/469/html"
15615,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) (1731) [9]. Dort: Müller."
1023,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731; Jetztlebende Kauffmannschafft (1743) 234, dort: Spezerei- und Materialwarenhändler."
3117,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Warmberger. Jetztlebende Kauffmannschafft (1743) 234, dort: Warmberger."
14477,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Riederer; Jetztlebende Kauffmannschafft (1743) 233, dort: Riederer."
8385,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Daumüller."
13089,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Matthias Zacharias Schickher. Edlin-Thieme, Studien, 60."
10766,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort_ ""Johann Nicolaus Baßy"". Vgl. auch G. A. Will u.a., Nürnbergisches Gelehrten-Lexicon, Hörmann, S. 107."
529,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
714,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
3769,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731; Jetztlebende Kauffmannschafft (1743) 233."
2127,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731; Die Rechte und Freyheiten der Herren Genannten des grösseren Raths in Nürnberg (Wien/Dresden 1786), 26."
1932,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Sündersberger.
http://dlib.gnm.de/item/HK3-1/481/html"
23286,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731; Die Rechte und Freyheiten der Herren Genannten des grösseren Raths in Nürnberg (Wien/Dresden 1786), 26."
13841,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Schadelock."
315,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Mayer."
8669,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731.
Alternativer Nachname: ""Schreyer""."
20572,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
1607,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
717,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
4724,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
18016,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Wurffbein."
5022,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731; Roth Geschichte des Nürnbergischen Handels 2, 216."
21007,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Kießling. Vgl. auch den Wiener Niederleger im Bericht über den Einzug der türkischen Botschaft in Wien, 12. Februar 1700, in: Mercurii Relation, oder Wochentliche Reichs Ordinari Zeitungen von underschidlichen Orthen, Anno 1700, Littera H., Num. 8, 20. Februarii: ""Georg Kießling""."
17153,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: ""Samuel und Joh. M. Löffler""."
5510,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: ""Samuel und Joh. M. Löffler""."
15032,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: ""Samuel und Joh. M. Löffler""."
128,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Fitzthum."
1168,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731. Dort: Mayer und Müller."
442,"Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
1038,Johann Bernhard Baron von Franken auf Kaltenberg und Haan.
10605,"Johann Bernhard Baron von Fran(c)ken auf Kaltenberg und Haan:
https://de.wikipedia.org/wiki/Johann_Bernhard_von_Francken"
10133,"Jetztlebende Kauffmannschafft, S. 114."
3410,"Jetztlebende Kauffmannschafft, S. 114."
10360,"Jetztlebende Kauffmannschafft, S. 114."
19915,"Jetztlebende Kauffmannschafft, S. 114."
10237,"Jetztlebende Kauffmannschafft, S. 114."
8450,"Jetztlebende Kauffmannschafft, S. 114."
960,"Jetztlebende Kauffmannschafft, S. 115."
4417,"Jetztlebende Kauffmannschafft, S. 115."
2250,"Jetztlebende Kauffmannschafft, S. 115."
9131,"Name Quelle: ""Othmar Andree""."
23153,"Nachname Quelle: ""Zinhoel""."
24476,Inhaber der Grafschaft Waxenberg
24542,Lesung Nachname unsicher
24739,Wahrscheinlich nicht ident mit Joseph Lang aus Lechbruck.
24764,geborene von Sprinzenstein
25129,unklar ob Pankraz ein Vor- oder Nachname ist
26046,In der Quelle nicht als jüdisch bezeichnet.
352,"Geb. 14.10.1681, gest. 9.7.1733.
Hansmartin Ungericht, Der Alte Friedhof in Ulm. Bestattungsriten, Planungen und Grabmale, Ulm 1980, 126.

Brief von Augustin Wildner an August Hermann Francke.?
Staatsbibliothek zu Berlin. Handschriftenabteilung ; Nachl. August Hermann Francke
Signatur: Nachl. August Hermann Francke; 1 b; 3 E : Nr. 103
https://kalliope-verbund.info/DE-611-HS-2907022"
25243,Quelle: Hr. Bernhard zu Wels.
11163,"Krems-Datenbank. Tech sowie Hess und Tech sind Wiener Niederleger. Merkantilprotokoll, fol. 288."
