ladungId,bemerkung
58885,In Aschach gesammelter Wein.
187203,Der Schiffsführer und Eigner dieser Ware wurde offenbar irrtümlich nicht eingetragen.
58937,Die beiden Passbriefe umfassten je 100 Yhrn welschen Wein und 4 Kisten Viktualien.
58938,Die beiden Passbriefe umfassten je 100 Yhrn welschen Wein und 4 Kisten Viktualien.
59178,Für das abgebrannte Schloss in Steyr. Geschenk des Bischofs von Passau.
59180,Die drei Flöße bestanden aus 200 Stämmen Bauholz für das abgebrannte Schloss in Mautern.
59181,Baunotdurften zum Wiederaufbau des abgebrannten Schlosses.
212274,"Nachname Quelle: ""Anfoldy""."
59188,"Quelle: ""zukher:gandl""."
59185,Für einen Hochaltar.
59610,Zum Verkauf nach Linz.
59363,"Eisen, Nägel und andere in Linz gekaufte Güter."
59261,"unklar, ob die Ladung dem Schiffsmeister oder den Passagieren zuzuordnen ist."
92422,Zur Mühle nach Neuhaus.
60736,Die Mobilien und Bücher des verstorbenen Kaplans zu Hartkirchen Hr. Sebastian Weydacher gehen an dessen Eltern in Straubing.
59364,Der Passbrief umfasste insgesamt 200 Yhrn welschen Wein und 8 Kisten Viktualien.
59365,Der Passbrief umfasste insgesamt 200 Yhrn welschen Wein und 8 Kisten Viktualien.
59386,Von der Salaburgischen Herrschaft Aichberg.
59650,Der Passbrief umfasste insgesamt 500 Zentner.
62821,Lieferung aus dem Aschacher Herrschaftskeller. Zielort wahrscheinlich Salzburg.
59651,Der Passbrief umfasste insgesamt 400 Zentner Honig. Der Rest wurde in Mauthausen und Linz niedergelegt.
59652,Von Zizlau aus in die Salzniederlagen von Aschach und Landshaag.
59657,In Ottensheim angelegt.
59727,Gebühr 96 Zentner Schafwolle berechnet: 9 fl. 4 ß 24 d.
59789,Lesung Pfennig unsicher
59794,Lesung Pfennig unsicher
59795,Lesung Pfennig unsicher
245835,Gewicht des Tuchs: 25 Pfund.
59836,12 Ohm oder 36 österr. Eimer Wein.
39229,Einheit ergänzt.
60320,"Nachname Quelle: ""Rider""."
59936,Gebühr Schmalz und Reis berechnet.
59897,Lesung Pfennig unsicher
13810,"Quelle nur ""brinz Eugenische(s) Regiment""."
59938,Höhe der Gebühr für einen Zentner.
59953,Gebühr z. T. berechnet.
59974,Lesung Pfennig unsicher
59978,Lesung Pfennig unsicher
59983,Aus dem Herrschaftskasten in Aschach.
60315,"Nachname Quelle: ""v. Mohlern""."
60319,"Nachname Quelle: ""Rider""."
60261,Zum Verkauf nach Linz.
60077,"Die bereits stromabwärts vermauteten Juchten gingen zurück, weshalb nur die Hälfte der Mautgebühr fällig war."
60093,"Die bereits stromabwärts vermauteten Juchten gingen zurück, weshalb nur die Hälfte der Mautgebühr fällig war."
60096,"Die bereits stromabwärts vermauteten Juchten gingen zurück, weshalb nur die Hälfte der Mautgebühr fällig war."
60208,Aus dem Brauhaus des Klosters in Landshaag.
60251,Für das Klostergebäude.
60790,"Die bereits donauabwärts vermautete Ware ging (unverkauft) zurück, weshalb für den Rücktransport nur ein Fünftel der Mautgebühr fällig war."
60896,"Die bereits donauabwärts vermautete Ware ging (unverkauft) zurück, weshalb für den Rücktransport nur ein Fünftel der Mautgebühr fällig war."
61080,Wein der vorjährigen Lese.
61085,Bei der Lieferung handelt es sich um die Hälfte des jährlichen Deputats für die verwitwete Gräfin Salaburg.
61086,"""führt von der Herrschaft Altenhof der verwitweten Freifrau Gräfin Salaburg die Hälfte an der jährlichen Unterhaltung nach Linz"""
61106,Wein der Lese von 1719 und 1720.
62343,"Der Dung wurde nach Aschach transportiert, der Weizen von Aschach stromaufwärts."
57272,Die Zuordnung der Person ist unsicher: Es könnte auch der Mautner von Passau als Passagier als Besitzer der Bücher in Frage kommen.
57271,Die Zuordnung der Person ist unsicher: Es könnte auch der Mautner von Passau als Passagier als Besitzer der Bücher in Frage kommen.
61159,Das Obst stammt aus dem Herrschaftsgarten in Aschach.
61167,Herkunft der Ladung: Innsbruck.
61230,"Lesung Ware unsicher. Alternative Lesung: ""zals stain"", ""gals Stein""."
61443,Laut zweier ksl. Reichs-Passbriefe nach Niederösterreich gehörend
61588,Mengenangabe unsicher.
61619,Nachname Quelle: Frattin.
61625,Vorname Quelle: Ercolo.
61704,Gebühr berechnet.
123285,Zuordnung der Personen zum Transportgut unsicher.
62325,"Nachname Quelle: ""Eckmayr""."
61817,"Wein, der von der letztjährigen Ernte in Niederösterreich verblieben war."
61827,Zentner bei Tabak ergänzt.
61954,Auf jeden Zentner 9 Paar Juchten gerechnet.
61992,"Hier mit dem Hinweis: ""piante oder klaine peumbl""."
61995,"Die Ware ""Reis"" ist aus dem Zusammenhang ergänzt."
62007,Der Passbrief umfasste insgesamt 300 Mut Gerste zur Versorgung der erwarteten großtürkischen Botschaft.
62012,In Grub gekaufter Wein. Abfahrt: Von der Mühl.
62173,Der Passbrief umfasste insgesamt 100 Eimer.
62174,Der Wein ist in Bouteillen abgefüllt.
62179,Lesung Nachname unsicher.
62198,Der Passbrief lautet auf insgesamt 200 Mut Hafer.
62229,"Nachname Quelle: ""Frack"", ""Frank""."
62231,"Leinwand und Rupfen, ""so alhie verbliben""."
62463,Für den Transport der Leinwand wurde nur die Hälfte der Mautgebühr berechnet.
62465,Der Passbrief umfasste insgesamt 1000 Stück Leinwand.
62478,zur Hausnotdurft pass.
62550,Transport von Salzburg aus.
62631,Die Ware konnte vorläufig mautfrei passieren. Evtl. wurde dafür später eine Gebühr eingehoben.
62668,Gesamt 1.600 Stück.
56797,Starhemberg war zu diesem Zeitpunkt bereits verstorben. Ware in Aschach abgelegt und nach Eferding transportiert.
58554,Ware in der Quelle nicht angegeben
62859,Mauerziegel vom Ziegelstadl in Aschach.
60257,Wein in der Quelle nicht angegeben
62869,Wein der vorjährigen Lese.
62893,2 1/2 Eimer entspricht 1 Ohm.
62901,zu eigenem Mundtrunk
64193,Von der Herrschaft Marsbach.
62913,"Keine Einheit angegeben, aber wohl Zentner."
62915,Sauerbrunn war mautbefreit.
257727,Gebühr z.T. berechnet.
63018,Wein der Lese von 1718.
79395,Die Fahrtrichtung für den Transport von Heringen ist ungewöhnlich. Evtl. handelt es sich beim Transportgut um Honig.
63070,"2 Karten Schnupftabak.
"
93166,Heuriges Dienstgetreide.
102515,Gebühr für den Tischaufsatz und die Löffel und Messer 1 Gulden 4 Schilling.
63186,"Nachname Quelle: ""Sigitshofer""."
63255,Gebühr z. T. berechnet.
63527,"Quelle: Dr., ksl. Rat ""und statt Ulm""."
161051,"Quelle: ""kääs et salam."". Evtl. ""Salami""."
174735,Gebühr errechnet.
63305,Der Wein stammt aus der heurigen Lese. Das Freigeld war für die Hohenau zu leisten.
64723,"Quelle: Einheit für ""Schwefel"" fälschlich mit ""Pfund"" angegeben."
63306,Zuordnung der Ladung zum Fahrzeug unsicher.
63466,Der Passbrief belief sich auf insgesamt 36 Eimer.
63470,Die Güter kamen von der Herrschaft Altenhof.
63477,"Der Passbrief umfasste insgesamt 2200 Landmetzen Gerste.
Für die Sommeraussaat der Siedler im Temesvarer Banat bestimmt. Die Lieferung ging zunächst nach Stockerau an Spitzer und von dort weiter."
63478,Der Passbrief belief sich auf insgesamt 5000 Zentner Mehl.
63538,Gebühr berechnet.
66251,Von der Herrschaft Aschach nach Wien.
63499,Von einer Verlassenschaft.
63506,"Die Güter stammen aus der harrachischen Herrschaft Kunewald (Kunín, Mähren)."
63635,"Lesung der Gebühr unsicher. Rechnerisch: 3 ß, 22 d."
63646,Anzahl der Kistel unsicher. Evtl. 7 Kistel.
63668,In Aschach abgelegtes Salz.
63766,Der Passbrief belief sich auf insgesamt 100 nö Landmut Gerste.
63788,Das Gewicht der 30 Riss beträgt 5 Zentner.
63820,"Die Zuordnung zu ""Kraer"" ist unsicher."
63847,"Einheit ""Zentner"" ergänzt."
63898,Gebühr berechnet.
63900,Der Passbrief belief sich auf insgesamt 3000 nö Landmetzen Hafer.
63904,Der Passbrief umfasste insgesamt 500 [?] Zentner Mehl.
63905,Bezieht sich auf denselben Passbrief wie beim vorige Schiff (ID 19529). Hofkammerpassbrief auf gesamt 5000 [Quelle falsch: 500] Zentner Mehl für den Juden Wolf Schlesinger.
64262,Wert: 60 fl.
64274,Reduktion der Mautgebühr um die Hälfte.
64294,Aus der heurigen Lese in Niederösterreich.
64295,Aus der heurigen Lese.
64332,Gebühren berechnet.
64340,Gebinde unklar. Quelle: 3/4 Zentner [!] drin 2 3/4 Zentner Crammerej (...).
247894,"Der Passbrief umfasste insgesamt 250 Mut Weizen und Korn, die zum Verkauf außer Landes bewilligt wurden."
64425,Zur Kirchennotdurft.
64426,Zur Kirchennotdurft.
81966,"Nachname Quelle: ""Köntle""."
168179,"Nachname Quelle: ""Kauter""."
100443,"Nachname Quelle: ""Pokhard"""
263305,"Nachname Quelle: ""Pokhard"""
69035,"Nachname Quelle: ""Störzinger""."
64552,Gebühren berechnet.
64553,Gebühr berechnet.
70124,"Nachname Quelle: ""Verumpp""."
70143,"Quelle: ""pr. Rosenauer"". Wahrscheinlich Verschreibung von ""pr. Schiffmann""."
64948,"Nachname Quelle: ""Pürgler""."
64853,Transportgut ergänzt.
64933,Von Herrschaftskasten Aschach nach Linz.
64955,Gewicht: 3 Pfund.
65008,"Der Passbrief lautete auf insgesamt 3500 Flinten, 340 Kürass  und 150 Paar Pistolen."
65015,"""p. schiffknecht""."
65233,Quelle: Ohne Nennung des Vornamens.
65208,Für Leinwandhändler auf etlichen Märkten.
65505,Gebühr berechnet.
65232,Der Passbrief umfasste insgesamt 200 Yhrn Wein und 4 Kisten Viktualien.
65313,"Die Fahrten wurden nicht nur unter diesem Datum sondern mehrmals vorgenommen: ""so zu etilch mahlen beschehen""."
61371,Von der Herrschaft Rannariedl an die Herrschaft Rannariedl in Linz.
65330,Für zwei Altäre in der Stiftskirche.
65362,Herrschaftliches Holz zum Verkauf
65504,"Nachname Quelle: ""Sükh""."
65547,"Zuordnung der Person unsicher. Nachname Quelle: ""Bedae""."
65567,Gebühr berechnet.
65574,Auf jeden Zentner 9 Paar gerechnet.
65809,Der Passbrief belief sich auf insgesamt 300 Zentner.
257674,Zur Baunotdurft.
66026,Gesamtgebühr für alle drei Güter: 3 Gulden.
66119,"Der Passbrief umfasste insgesamt 100 Karabiner, 100 Paar Pistolen und 150 Pallasch. Transport von Sachsen über Wien weiter nach Sizilien."
122597,Der Wein wurde nach Ottensheim verkauft.
122473,Zum Verkauf nach Linz.
66222,1 Schreibkasten.
66248,545
223249,"Nachname Quelle: ""Fridl""."
66381,Zum Kirchenbau.
66570,Der Passbrief umfasste insgesamt 80 Ballen allerhand Materialien zur Errichtung einer neuen Tuchzubereitungsfabrik in Wien durch den Fabrikanten Christian Schneider.
96889,Deputatscheiter vom Kloster Engelszell.
122625,Riehl wird hier als Mitglied der Orientalischen Kompanie bezeichnet.
66683,"Empfänger: ""hr. Bazzora""."
66726,Zum Bau eines Altars.
218131,"Nachname Quelle: ""Fridl""."
66924,1 Zentner Blech pr: 10 fl. Wert
66968,Transport von der Herrschaft Altenhof nach Linz.
66970,Zwei neu gefasste Seitenaltäre sowie eine Kanzel für die Kirche St. Agatha in Eisenreich (heute: Eisenreichdornach) in Niederösterreich.
67048,Für den Bau des Passauer Hofes.
130013,"Nachname Quelle: ""Praghofer""."
247444,"Wert der beiden Kreuzel: 350 fl. Da die Ware wieder zurückgeschickt wurde, wurde die Mautgebühr erlassen."
67050,Herrschaftl. Holz zum Verkauf
67408,"Nachname Quelle: ""Leibhueber""."
67136,"Der Passbrief umfasste insgesamt 2000 Mark altes und Bruch-Silber, mit Bewilligung zur Ausfuhr nach Augsburg zwecks Umarbeitung durch den Wiener Niederleger Rauner und Münch. Gebühr berechnet."
67146,Transport von Salzburg nach Linz. Der Marmor war für Türenportale und Fenster vorgesehen.
67187,"Nachname Quelle: ""Ansoldi""."
67293,Gewicht: 1 1/2 Zentner.
126143,In den Keller der Herrschaft.
126241,Vom Kloster für die Weingärten in Niederösterreich.
67759,Gebühr berechnet.
67971,Baumaterial für das abgebrannte Schloss in Mautern.
58032,"Nachname Quelle: ""Rockhor""."
68078,laut ksl. Reichspassbrief
58031,"Nachname Quelle: ""Rockhor""."
145685,"Nachname Quelle: ""Rakher""."
68112,"Der Passbrief umfasste insgesamt 500 Zentner Blei, von denen hier der Rest transportiert wird."
68695,"Nachname Quelle: ""Hanckel""."
154404,"Nachname Quelle: ""Stöbach""."
252309,"Nachname Quelle: ""Grienwald""."
68394,Unsignierter Mautzettel.
68495,Von Aschach aus.
68575,Unsignierter Mautzettel.
210345,Der Passbrief umfasste zahlreiche Militärgüter.
68634,Einige Mobilien des verstorbenen Bruders Graf von Tilly.
69200,"Nachname Quelle: ""Störzinger""."
69306,"Nachname Quelle: ""Thierl""."
69424,Gebühr z.T. berechnet.
69600,"Jährliche Zahlung des Herrn Stöger für seine ""Marktsachen""."
69666,"Holz von der Herrschaft Eschelberg, das in Landshaag verschifft wurde."
69732,Die Ware ging zurück und war bereits donauabwärts vermautet worden. (Mautbefreiung um die Hälfte).
69763,Warenwert: 4 fl.
69770,"Die Ware ging (unverkauft) zurück, weshalb nur die Hälfte der Mautsumme fällig war."
17250,"Namme Quelle: ""Johannes Vierth""."
69794,Gewicht der Silberengel: 130 Mark.
69994,"Nachname Quelle: ""Anger""."
69829,In Linz erkaufte Hausnotdurften.
69844,Pferde zur Schifffahrtsnotdurft.
230525,"Nachname Quelle: ""Stuz""."
69873,Für eine Hauskapelle.
217305,"Nachname Quelle: ""Kösel""."
69922,Weitertransport ins Quartier des Regiments in Freiburg im Breisgau.
69957,"Die Bücher gingen zurück, weshalb nur noch die Hälfte der Mautgebühr fällig war."
70019,(Bartholomäimarkt um den 24.08.1721 in Linz)
70118,"Nachname Quelle: ""Täxenpacher""."
70221,In diesem Jahr geerntetes Dienst- und Zehentgetreide aus der Gegend um Schönering.
70342,"Lesung unsicher: ""Cave/Caur"" [?]"
192753,"Lesung unsicher: ""Caur/Cave"" [?]"
70362,"""Mit wenig Obst zur Verehrung nach Wien""."
70545,Transport aus Portugal nach Wien. Für unterschiedliche Hofdamen und Freunde in Wien.
70719,Hafer aus dem Aschacher Herrschaftskasten.
71448,"Nachname Quelle: ""Goldschmid""."
70904,Gebühr unklar. Zusammen mit den vorher genannten einen Kraxe Krämerei 2 Schilling.
70900,Gebühr unklar. Zusammen mit dem nachher genannten einem Kistel Stecken 2 Schilling.
70959,"Ware Quelle: ""Leederer""."
100442,"Nachname Quelle: ""Pokhard"""
71163,Vom Erzstift Salzburg hierher.
52944,"Nachname Quelle: ""Wildman""."
198114,"Es ist unsicher, ob sich die 8 1/4 Saum Lorbeer in den 6 Fässel befanden. Evtl. handelte es sich um 6 Fässel und [!] 8 1/4 Saum Lorbeer."
195040,Gefärbte Felle für Absatzleder.
195776,"Quelle: ""bleyweis und dergleichen""."
196187,"Lesung Nachname unsicher: ""Pernt"", ""Pernl""."
196193,"Nachname Quelle: ""Assenberger""."
190391,"Nachname Quelle: ""Limberger""."
71560,Zur Rimontierung der in Italien stehenden Kavallerieregimenter.
71660,Leer an Bauholz.
71823,Der Passbrief belief sich auf unterschiedliche Montursorten und Gewehre.
186028,"Lesung unsicher: Evtl. ""deutsche Häute""."
73155,Gebühr berechnet.
72025,Zum Bau der St. Josephs-Säule in Wien.
72993,Wein der vorjährigen Lese.
73037,Weitertransport nach Augsburg.
72271,Die Pferde wurden vom ksl. Hartschier Christph Wohlfahrer besorgt. Der Passbrief belief sich auf insgesamt 2405 Pferde.
72605,Der Passbrief belief sich zusätzlich auf 1200 Pallaschklingen.
72676,Nachname Quelle: Roll.
72706,Auf die Güter der Gräfin Fürstenberg.
72977,Mengenangabe unsicher.
64292,Für ein ksl. Regiment.
73056,In Aschach gefärbt.
73154,Gebühr berechnet.
73201,Der Wein gehört evtl. dem Schiffführer Johann Georg Pachner.
200922,Zum Bau der Kirche.
122814,"Die Ware wurde ""auß dem Nicolaer haus alhier [in Aschach] erkaufft""."
73560,Der Passbrief umfasste insgesamt 800 Mut Weizen und Korn für die Tiroler Bergwerksarbeiter; das Getreide wurde an der Brandstatt angeschüttet.
73706,Gebühr berechnet.
73565,Getreide aus Landshaag.
73773,Von der vorjährigen Lese in Niederösterreich.
73774,Von der vorjährigen Lese.
122833,Für eine Verehrung.
73858,"Die Rupfen wurden in Aschach gefärbt, daher war nur die halbe Gebühr fällig."
73998,Für das Starhembergische Freihausgebäude in Linz.
74050,Für einen Hochaltar.
74147,Die beiden Passbriefe umfassten je 30 Eimer Mosler Wein.
190112,"Nachname Quelle: ""Piendl""."
190115,"Nachname Quelle: ""Hörzig""."
74384,"Bodenladen ""an einem Flössl""."
13722,Der Passbrief belief sich auf 110 Yhrn Etschwein und 6 Kisten Birnenquitten.
13639,Teilgebühren für das Spinnhaar errechnet.
74568,Die Flinten stammen aus Neuhaus in Böhmen (1200) und dem Wiener Zeughaus (800).
74632,15 Zentner Juchten zu 300 Paar Stiefel.
74674,Der Altar wurde von der verwitweten Gräfin Tilly nach Straubing gestiftet und von Wels aus dorthin transportiert.
74702,"""1 1/4 Pfund an ainem glokhenspill""."
74794,Zur Reparatur von Kirche und Schloss Achleiten.
210394,"Der Name ""Wertheimer Samson"" ist ergänzt; in der Quelle wird nur die Bezeichnung ""ksl. Oberfaktor und Hofjude"" genannt. Der Passbrief umfasste insgesamt 8000 Zentner Mehl oder dieselbe Menge an Getreide sowie 8000 Metzen Hafer."
75027,Von der Herrschaft Aschach nach Wien.
75028,Von der Herrschaft nach Wien.
75137,Unterschiedliche Vögel aus Frankreich.
75381,Juchten für Stiefel.
75422,Für den Kirchenbau.
75896,In die Sinzendorfische Herrschaft Seelowitz/Židlochovice in Mähren.
75484,Für den Schlossbau.
75519,Weitertransport nach Bruck an der Leitha.
76474,Gebühr berechnet.
75533,Transport von Wien nach München.
75549,Der Passbrief umfasste insgesamt 40 Kisten unterschiedlicher französische Waren. Die Maut wird bei der/den nachkommenden Ladung(en) fällig. 
75580,Wert der Schweine: 1 1/2 fl. Wert pro Tier.
75616,Wein der vorjährigen Lese.
76471,Wein der heurigen Lese.
75672,Für die Lederfabrik des Freiherrn von Sternbach in Tirol aus Ungarn heraufgeführt.
75837,"Mautgebühr und Maßeinheit (Zentner) stimmen nicht überein. Wahrscheinlich ""Zentner"" falsch für ""Yhrn""."
76359,Gebühr berechnet.
75907,Zur Pflasterung des Klosters.
76185,"""100 borillen oder lagl"". Auf eigene Rechnung des Kaisers."
76219,Aus dem herrschaftlichen Getreidekasten.
76515,Von Regensburg aus weiter ins Reich.
76522,Der Passbrief für die Passauer Lederermeister belief sich auf insgesamt 1400 Metzen Knoppern.
76523,Der Passbrief belief sich auf insgesamt 240 Zentner.
76535,Nachname Quelle: Pekher.
76541,Nachname Quelle: Haffeseder.
76712,Laut unsignierter Mautzettel.
76727,Für das abgebrannte Schloss zu Steyr.
76820,Von der Passauer Herrschaft Marsbach aus.
77004,"Die Ware wurde in Aschach gefärbt, daher war nur die halbe Gebühr fällig."
77087,Wein der heurigen Lese aus Niederösterreich.
77095,Zur Auspflasterung des Klosters.
77171,Das Transportgut war(vorläufig) mautfrei.
77235,Zur Erzeugung einiger Salzpfannenziegel.
77249,Für einen Altar.
77580,Gebühr berechnet.
79208,Wein der heurigen Lese in Niederösterreich.
179162,"Nachname Quelle: ""Schöberl""."
189970,"Nachname Quelle: ""Jungmehr""."
77905,Die Ware blieb am Kremser Markt übrig; für den Rücktransport war nur die Hälfte der Mautgebühr zu bezahlen.
78014,"Unklar, ob hier Mäntel oder Mandeln gemeint sind."
169375,"Interpretation ""Bastware"" unsicher. Quelle: ""postl wahr""."
78070,Laut unsigniertem Mautzettel.
210467,Der Passbrief umfasste insgesamt 300 Zentner Schwefel.
78623,piante oder paumb
78658,Für den Bau der St.-Josephs-Säule.
78817,Wein der heurigen Lese in Niederösterreich.
79047,Wein der heurigen Lese in Niederösterreich.
78727,Wein der heurigen Lese in Niederösterreich.
78815,Für die Reparierung des Klosters.
78820,Für den Aufbau des abgebrannten Schlosses in Steyr.
78829,Am Linzer Markt eingekauft.
78935,Wein der heurigen Lese in Niederösterreich.
78959,"Ware ""Tuch (böhmisch)"" unsicher. Quelle nur: ""böhamb."""
79134,Heurige Ernte aus der Gegend um Schönering und Prambachkirchen.
201505,Gebühr berechnet.
201506,Gebühr berechnet.
79250,Weitertransport von Aschach nach Salzburg.
79253,Für das Schloss Aschach.
79599,"Nachname Quelle: ""Taron""."
79281,1 Modell aus Gips
79352,"Für die Lederfabrik des  Baron von Sternbach in Mühlau (""Mihlau"") (Tirol)."
79367,1 Eiserner Ofen
79661,"Unklar, ob es sich bei den Papageien um lebende Tiere oder etwa um Porzellanfiguren handelte."
79778,Zum Wiederaufbau des am 12. 9. 1731 abgebrannten Bauernhofs Roithners.
79792,Vorjährige Lese des Salzburger Bauweins aus Niederösterreich.
177001,31 halbe Viertelstück Tuch.
79944,Vom Hochstift Passau. Für den Bau des Schlosses in Steyr.
209505,"Nachname Quelle: ""v. Prening""."
80007,paumöl
189947,"Nachname Quelle: ""Caffo""."
80187,Je eine Bettstatt und ein Kasten.
5647,17/2 Viertelstück.
80371,Zum Ausbau der Kanzlei.
80424,auf Ersuchen frei passiert
80454,Von Aschach nach Wien.
179380,"Nachname Quelle: ""Schifflfurth""."
77166,Für die Küchennotdurft des Kurfürsten Karl III. Philipp.
80760,Zur Hausnotdurft.
211665,Vorname Oppenheimers ergänzt.
80900,Geicht der Presse: 988 Pfund.
80927,Ererbte Mobilien des verstorbenen Bruders Graf von Tilly.
79268,Die Gebühr für beide Waren zusammen betrug 12 d.
81095,Gebühr berechnet.
264949,Gebühr berechnet.
81105,Gebühr berechnet.
264948,Gebühr berechnet.
81235,In Aschach gefärbt und angelegt.
81336,Gebühr berechnet.
81410,Eigene Pferde des Generals
81432,Der Hafer wurden vom Kasten des Klosters St. Nikola angeschüttet.
81838,Wert der Schweine: 1 1/2 fl. pro Tier.
81885,"Annahme, dass Franz von Eurfeld einem Schreibfehler zuzuordnen ist."
211690,Mautgebühr berechnet.
41266,"Quelle: ""Pamberg"" statt ""Amberg. In Bamberg gab es kein Paulanerkloster."
82078,"Gebinde unsicher. Quelle nur ""2 klaine"""
82134,Die Ware wird von Hall weiter nach Innsbruck transportiert.
82249,Der Passbrief umfasste insgesamt 200 Zentner Neusohler Kupfer; Transport über Regensburg nach Köln.
82295,"Nachname Quelle: ""Nunner""."
211895,Ladung geht von München ab. Aus dem Bergwerk in Bayern.
82560,"""gmain laden an 2 flessen""."
83475,Gebühren berechnet.
211992,Die beiden Passbriefe umfassten je 100 Zentner. Weitertransport über Regensburg und Ulm. 
82609,Zur Auspflasterung der Kirche.
211897,Gebühr berechnet.
82741,"""Rotgießer Wasser"" ist vermutlich ein Schreibfehler des Mautschreibers"
82707,Gewicht: 2 Pfund.
83220,16 Zentner 60 Pfund Wachs
83224,Der Passbrief umfasste insgesamt 30 Mut Knoppern.
188152,Gewicht: 3 1/4 Zentner.
83264,"""lähr an pau:holzen""."
83376,Von der Herrschaft Neuhaus zum Verkauf nach Linz.
214698,"Nachname Quelle: ""Ganiati/Gaviati""."
83667,Gewicht: 1/4 Zentner.
84063,Pferde zum persönlichen Gebrauch.
84123,Aus dem fürstbischöflichen Hofgarten in Passau nach Wien.
84205,Tuch zum Färben nach Linz.
212501,Der Pulver war vom Erzbischof von Salzburg gekauft worden.
84857,Gebühr berechnet.
214133,Der Passbrief umfasste insgesamt 6000 Zentner Mehl oder Getreide.
264954,Zuordnung der Person zum Transportgut unsicher.
84505,4 Mut 20 Metzen Knoppern
84554,Gebühr berechnet.
186603,"Nachname Quelle: ""de Beuien"" [?]"
84548,Transport wahrscheinlich nach Linz.
84583,Von der Legstatt Aschach.
84666,Von den Gütern Lambergs in Niederösterreich.
84718,In Linz gekaufte Hausnotwendigkeiten.
84724,Von der Herrschaft Perg 
84817,Zum Decken des Kirchturms.
84865,"Übrigebliebene Bücher, halbe Mautgebühr."
84980,Gebühr berechnet.
85029,Gebühr wie in Passau
85049,In das Gut Kampmillers nach Langhalsen.
85176,"""von der fabrica zu langhalßen""."
85212,Zum Kirchenbau.
242253,Wein der diesjährigen Lese in Niederösterreich.
82621,"Familienname hier: ""Strikher""."
85369,Für die Hl. Dreifaltigkeitskirche.
85386,Flößel an Bauholz.
85371,In die Starhembergische Herrschaft Eferding.
85372,Im Vorjahr in Niederösterreich gelesener Wein.
85466,In die Herrschaft Timburgs nach Illereichen.
85467,Der Passbrief umfasste insgesamt 100 Mut Knoppern. Transport aus Ungarn ins Heilige Römische Reich und in die Schweiz.
85513,Zu den Gütern Pálffys in Ungarn.
85519,Bereits vermautete Laden.
81981,Quelle: Entweder Gebühr (richtig für 35 Klafter: 2 Schilling 10 Pfennig) oder Menge (richtig evtl. 25 Klafter) falsch angegeben.
85613,Wein von der heurigen Lese.
85617,Ware in Quelle nicht genannt.
85674,Für ein armes Gotteshaus.
85852,"Quelle: ""Stifft und Closter Zwetl in Mährn"".
Die Steine dienten dem Kirchenbau."
213508,"Nachname Quelle: ""Pren""."
85975,Bereits vermautete Laden.
212999,Getreide der diesjährigen Ernte.
86018,Der Passbrief umfasste insgesamt 200 Mut Weizen. Aus dem ksl. Kornvorräten in Ungarisch Altenburg.
86051,Gebühren z. T. berechnet.
86038,Gebühr berechnet.
86045,Der Passbrief umfasste insgesamt 200 Mut Weizen.
50888,Transport von Aschach nach Wien.
48184,Quelle: Kein Herkunftsort genannt.
212926,Gebühr z. T. berechnet.
212890,"""comihs flintn schloss"""
86190,Gebühren berechnet.
86197,Transport von Aschach aus.
86224,Gewicht: 3 Pfund.
86226,"Loden ""zu wollen kamen"" [Wolle kämmen [?]] in die Manufaktur nach Linz."
86227,1 Pfund Tee im Wert von 4 Gulden
86253,Der Passbrief umfassten insgesamt 40 Mut Knoppern aus Ungarn.
86327,Zum Verkauf.
86359,Heurige Lese in Niederösterreich.
86410,Von Donauwörth aus ging die Fuhre weiter nach Württemberg.
202602,"Der Passbrief umfasste insgesamt 40000-50000 Metzen, von denen bereits 1010 Metzen abgeführt waren."
86473,Von der diesjährigen Lese in Niederösterreich.
86591,Holz von der Herrschaft Aschach.
86606,Gesamtgewicht 16 Zentner 42 Pfund. Die Gebühr bezieht sich auf die gesamte Ladung.
86614,"Ware ""als ein imediate zum kay. dienst gewidmetes guett"" nach ""Cremniz in Sibmbürgen"". Bei der Zuordnung ""Siebenbürgen"" dürfte es sich um einen Irrtum der Mautschreiber handeln, da Kremnitz in Ungarn (heute Slowakei) gemeint gewesen sein muss. Die Schmelztiegel dürften für das dortige Bergamt bestimmt gewesen sein. "
86709,Gebühr errechnet.
68420,Z.T. Gebühr berechnet.
68557,Gewicht der Ware in der Quelle nicht angegeben
78107,Gebühr berechnet.
86921,Weitertransport von Regensburg nach Köln. Der Passbrief umfasste insgesamt 300 Zentner.
223480,"Nachname Quelle: ""Schwizer""."
87074,Gebühr wie in Linz
87079,Zum Bau eines ksl. Magazinhauses in Ybbs.
87085,"Die Zuordnung der Person zur Ladung ist unsicher. ""mit hrn. Graf trautsohn (...) und wenig herrsch. kuchl victualien""."
87150,Eigenes Getreide.
87163,"Jährliche Spende des ""Erzhauses Österreich""."
87168,4 Zentner 9 Pfund
87170,Gebühr z. T. berechnet.
87237,Gebühr Taufelholz berechnet.
87239,Im vorigen Jahr verbliebener Wein.
87280,Der Passbrief umfasste insgesamt 100 Karabiner und 100 Paar Pistolen.
87359,"Einheit ""Pfund"" ergänzt."
87422,Von Zizlau aus zur Salzlagerstätte in Aschach.
87441,Met in einigen kleinen Fässeln
87471,"Quelle: ""Zur Hausnotdurft""."
264546,Gebühr berechnet.
87680,Von der Aschacher Lagerstätte.
87730,Von der Herrschaft Marsbach aus.
